district,text,rating,source,lat,lon
Дзержинский,Капитальник — работает (Mo-Fr 08:30-17:30),4,osm_active,48.75638283395169,44.472823185473686
Дзержинский,Ozon — работает (Mo-Su 09:00-21:00),4,osm_active,48.756675492331944,44.47402128965603
Дзержинский,Ozon — работает (Mo-Su 09:00-21:00),4,osm_active,48.75554857674595,44.473981933605195
Дзержинский,Инвитро — работает (Mo-Fr 07:00-17:00; Sa 08:00-14:00),4,osm_active,48.75600863985663,44.47405725435828
Дзержинский,Инвитро — работает (Mo-Fr 07:00-16:00; Sa 08:00-14:00),4,osm_active,48.754020357962254,44.47052434915879
Дзержинский,Л'Этуаль — работает (Mo-Su 10:00-22:00),4,osm_active,48.75113055442013,44.46999775370907
Дзержинский,Ozon — работает (Mo-Su 09:00-21:00),4,osm_active,48.753714354733454,44.47274743225191
Дзержинский,Ozon — работает (Mo-Su 09:00-21:00),4,osm_active,48.75745123071403,44.471786089113756
Дзержинский,Вита Экспресс — работает (Mo-Su 09:00-20:00),4,osm_active,48.75897161936856,44.47020231148754
Дзержинский,Ozon — работает (Mo-Su 09:00-21:00),4,osm_active,48.75361052213011,44.46873796908228
Дзержинский,Foton — работает (Mo-Fr 09:00-19:00; Sa 09:00-15:30),4,osm_active,48.75507869890872,44.46991547738057
Дзержинский,Modis — работает (Mo-Su 10:00-21:00),4,osm_active,48.75721712211689,44.472555136516924
Дзержинский,Ozon — работает (Mo-Su 09:00-21:00),4,osm_active,48.75045969151477,44.46911716611857
Дзержинский,Aik Бистро — работает (24/7),4,osm_active,48.754359457744336,44.46945560650299
Дзержинский,Sunlight — работает (Mo-Su 09:00-20:00),4,osm_active,48.761106384284666,44.473019997018184
Дзержинский,Boxberry — работает (Mo-Fr 10:00-19:00; Sa-Su 10:00-16:00),4,osm_active,48.75830404899164,44.474992954248854
Дзержинский,Sokolov — работает (Mo-Su 10:00-22:00),4,osm_active,48.75645246069051,44.47329181021891
Дзержинский,Sokolov — работает (Mo-Su 10:00-21:00),4,osm_active,48.75764011943635,44.47141718265274
Дзержинский,Sunlight — работает (Mo-Su 09:00-20:00),4,osm_active,48.75335299812724,44.47365549922758
Дзержинский,Lada Агат — работает (Mo-Su 08:00-20:00),4,osm_active,48.7552979199678,44.47003658182321
Дзержинский,Продсклад Победа — работает (Mo-Su 08:00-21:00),4,osm_active,48.75982880485399,44.47329704747965
Дзержинский,Fix Price — работает (Mo-Su 08:00-21:00),4,osm_active,48.757157815900314,44.4683109980939
Дзержинский,Fix Price — работает (Mo-Su 09:00-21:00),4,osm_active,48.75200516418629,44.47292908563481
Дзержинский,Fix Price — работает (Mo-Su 09:00-21:00),4,osm_active,48.758297694538584,44.47151583439358
Дзержинский,Ozon — работает (Mo-Su 09:00-21:00),4,osm_active,48.75696134859735,44.46332643087078
Дзержинский,Sunlight — работает (Mo-Su 09:00-20:00),4,osm_active,48.754529205392544,44.46858634892749
Дзержинский,Есть МОУ Центр детского творчества (community_centre),4,osm_positive,48.75476397204161,44.46798076426116
Дзержинский,Капучино — работает (12:00-24:00),4,osm_active,48.75001875076135,44.4750272945978
Дзержинский,Рустерc — работает (24/7),4,osm_active,48.75418817181214,44.46478866432462
Дзержинский,Шаверма — доступен,5,osm_access,48.75068794632684,44.47391819105962
Дзержинский,МБУ СШОР №10 — работает (Mo-Sa 8:30-21:00),4,osm_active,48.75548182526096,44.47166365782998
Дзержинский,Много магазинов (26),5,infra,48.7523443612636,44.480204616125654
Дзержинский,Отличный транспорт (19),5,infra,48.75812021798045,44.47387056750575
Дзержинский,Парки (3),5,infra,48.75567562274355,44.473094348808345
Дзержинский,Площадки (8),5,infra,48.7590552411178,44.47279437388975
Дзержинский,Есть поликлиника,4,infra,48.75239682975541,44.46947414159463
Дзержинский,"Школы (5), садики (6)",5,infra,48.76097547283414,44.46938876575543
Дзержинский,Развитый район,5,infra,48.75413024971229,44.468090002443745
Кировский,Магазинов нет,1,infra,48.605707322151616,44.48374885873471
Кировский,Плохой транспорт,1,infra,48.61058504420687,44.48187133858672
Кировский,Парков нет,2,infra,48.60844905906408,44.48731394101547
Кировский,Площадок нет,1,infra,48.60398099623729,44.48284155637728
Кировский,Нет поликлиники,2,infra,48.602123385787806,44.47985372119239
Кировский,Аптек нет,1,infra,48.606812138703944,44.47807887776623
Кировский,Кафе нет,2,infra,48.60272701196984,44.48805897001989
Кировский,Слабая инфраструктура,2,infra,48.60917120442635,44.4840336214137
Краснооктябрьский,"Teboil — работает (Mo-Su 00:10-03:45,04:00-23:55)",4,osm_active,48.773367023417244,44.55274517639766
Краснооктябрьский,Teboil — доступен,5,osm_access,48.77962095723474,44.5604502331298
Краснооктябрьский,Газпром — работает (24/7),4,osm_active,48.77309228870006,44.55595779175579
Краснооктябрьский,Лукойл — работает (24/7),4,osm_active,48.78038584777336,44.55399106676852
Краснооктябрьский,Газпром — работает (24/7),4,osm_active,48.77463630778335,44.54858018973904
Краснооктябрьский,Сбербанк — работает (Mo-Fr 09:00-18:00),4,osm_active,48.77523818511385,44.552439475575355
Краснооктябрьский,Магнит — недоступен,2,osm_access,48.7768833812404,44.55780862665193
Краснооктябрьский,Есть Библиотека № 8 (library),4,osm_positive,48.775446521277836,44.55515080948679
Краснооктябрьский,Медтехника — доступен,5,osm_access,48.77866787376577,44.553731522011
Краснооктябрьский,Есть Библиотека № 6 им. В.В. Маяковского (library),4,osm_positive,48.77384951354431,44.550128559363095
Краснооктябрьский,Пятёрочка — доступен,5,osm_access,48.77489232774645,44.551075395009725
Краснооктябрьский,Магнит — доступен,5,osm_access,48.77586108404245,44.5583509289032
Краснооктябрьский,Почта России — доступен,5,osm_access,48.778181722668585,44.55481294511939
Краснооктябрьский,Vega — доступен,5,osm_access,48.77720988304552,44.55132610875991
Краснооктябрьский,Аккрас — работает (Mo-Fr 09:00-19:00; Sa 09:00-18:00; Su Off),4,osm_active,48.777137705559774,44.548974860504764
Краснооктябрьский,Аккрас — недоступен,2,osm_access,48.77480700490473,44.552554226001504
Краснооктябрьский,Покупочка — работает (Mo-Su 08:00-23:00),4,osm_active,48.77661940238834,44.55467748785415
Краснооктябрьский,Покупочка — доступен,5,osm_access,48.77750434762753,44.554377190929216
Краснооктябрьский,Конфетки-бараночки — работает (Mo-Sa 08:00-21:00; Su 09:00-21:00),4,osm_active,48.775636439411095,44.54594807882192
Краснооктябрьский,Конфетки-бараночки — доступен,5,osm_access,48.77648317025691,44.54897111075646
Краснооктябрьский,Радеж — работает (24/7),4,osm_active,48.7768528373881,44.5538504631346
Краснооктябрьский,Магнит — доступен,5,osm_access,48.76783101365379,44.556173922836905
Краснооктябрьский,Сбербанк — доступен,5,osm_access,48.76943376971083,44.550184962232606
Краснооктябрьский,Вита Экспресс — работает (Mo-Fr 08:00-20:00;Sa-Su 09:00-20:00),4,osm_active,48.77755793742403,44.55726454953823
Краснооктябрьский,Озерки — работает (Mo-Sa 08:00-21:00),4,osm_active,48.77486843989065,44.55334397263684
Краснооктябрьский,Магнит — работает (08:00-23:00),4,osm_active,48.7784086420107,44.55580011251918
Краснооктябрьский,Волгофарм — доступен,5,osm_access,48.770736793351084,44.548755039472475
Краснооктябрьский,Магнит — работает (08:00-22:00),4,osm_active,48.77575205401823,44.5534619587508
Краснооктябрьский,Магнит — доступен,5,osm_access,48.777796361496165,44.55170715156157
Краснооктябрьский,Магнит — работает (08:00-21:30),4,osm_active,48.7755857684176,44.55293005511314
Краснооктябрьский,Магнит — доступен,5,osm_access,48.774755980816636,44.55408594807617
Краснооктябрьский,Детская поликлиника № 1 — доступен,5,osm_access,48.77021822462192,44.55499557976571
Краснооктябрьский,Центр аллергологии и иммунологии — работает (Mo-Fr 08:00-19:00),4,osm_active,48.77637643596295,44.555937974773755
Краснооктябрьский,Медуница — работает (24/7),4,osm_active,48.76810042644864,44.55595352207763
Краснооктябрьский,"Внедорожник — работает (Mo-Fr 09:00-18:00, Sa 10:00-15:00)",4,osm_active,48.771114700646784,44.554992035404844
Краснооктябрьский,Магнит Косметик — доступен,5,osm_access,48.7748282486084,44.55494036858744
Краснооктябрьский,Конфетки-бараночки — работает (Mo-Su 08:00-20:00),4,osm_active,48.773451999753036,44.5537935135482
Краснооктябрьский,Есть Библиотека № 32 (library),4,osm_positive,48.7717795397408,44.55770315710718
Краснооктябрьский,Магнит — работает (08:00-23:00),4,osm_active,48.77898677088178,44.553987277667126
Краснооктябрьский,СДЭК — работает (Mo-Fr 10:00-21:00; Sa-Su 10:00-20:00),4,osm_active,48.77426487064003,44.554205099972506
Краснооктябрьский,Волгофарм — доступен,5,osm_access,48.77838541112161,44.54936592134628
Краснооктябрьский,Магнит Аптека — доступен,5,osm_access,48.78104884661533,44.55213705110392
Краснооктябрьский,Детская поликлиника №1 — работает (Mo-Sa 08:00-19:00),4,osm_active,48.76940962397457,44.55087081074231
Краснооктябрьский,Детская поликлиника №1 — доступен,5,osm_access,48.77567311331871,44.55046413037121
Краснооктябрьский,Детская поликлиника № 1 (отделение восстановительного лечения) — доступен,5,osm_access,48.771550401159416,44.55162213918953
Краснооктябрьский,ЦирюльникЪ — работает (09:00-21:00),4,osm_active,48.78042564004961,44.55475783660908
Краснооктябрьский,ЦирюльникЪ — доступен,5,osm_access,48.77433461358575,44.5487479965314
Краснооктябрьский,Мегафон — работает (09:00-20:00),4,osm_active,48.777849429037005,44.55524051228632
Краснооктябрьский,Магнит — работает (08:00-23:00),4,osm_active,48.77750517722538,44.554667726770596
Краснооктябрьский,Креветка — работает (08:00-23:00),4,osm_active,48.7690177070773,44.550536449626115
Краснооктябрьский,Волгоградский трикотаж — работает (09:00-19:00),4,osm_active,48.76914461684269,44.55846632154475
Краснооктябрьский,Золотой стандарт — работает (Mo-Su 08:00-20:00),4,osm_active,48.7772121825694,44.55332906352895
Краснооктябрьский,Baden — работает (Mo-Su 10:00-20:00),4,osm_active,48.78016334508092,44.555533318272026
Краснооктябрьский,Магнит Аптека — доступен,5,osm_access,48.768592641130155,44.5617090728061
Краснооктябрьский,СладкоЁжка — работает (08:00-20:00),4,osm_active,48.7792578732489,44.54783486420478
Краснооктябрьский,Вита Экспресс — работает (Mo-Su 08:00-20:00),4,osm_active,48.78073544490446,44.558115664215286
Краснооктябрьский,Магнит — доступен,5,osm_access,48.77526645997112,44.547732091839116
Краснооктябрьский,"Метизофф — работает (Mo-Fr 08:30-17:30, Sa 08:30-15:00)",4,osm_active,48.77431851060585,44.54676826660524
Краснооктябрьский,МТС — работает (Mo-Su 09:00-20:00),4,osm_active,48.76869215790924,44.55720893047221
Краснооктябрьский,Совкомбанк — работает (Mo-Fr 09:00-20:00;Sa 09:00-17:00;Su 10:00-16:00),4,osm_active,48.77126320580844,44.55032862165506
Краснооктябрьский,Колесо.ру — работает (Mo-Su 09:00-21:00),4,osm_active,48.77750313686437,44.54988606869127
Краснооктябрьский,KDL — работает (Mo-Fr 07:00-18:00; Sa 07:00-16:00; Su 07:00-15:00),4,osm_active,48.777309276416325,44.55121433116569
Краснооктябрьский,Вита Экспресс — работает (Mo-Su 08:00-21:00),4,osm_active,48.77762407541022,44.54948282967159
Краснооктябрьский,Вита Экспресс — работает (Mo-Su 08:00-20:00),4,osm_active,48.771593307921464,44.555294548697546
Краснооктябрьский,DNS — работает (Mo-Su 10:00-20:00),4,osm_active,48.775262279632365,44.55481345870686
Краснооктябрьский,DNS — доступен,5,osm_access,48.77462815575374,44.55716587177546
Краснооктябрьский,Управдом — работает (Mo-Sa 09:00-19:00; Su 09:00-18:00),4,osm_active,48.77512594559588,44.55644679653115
Краснооктябрьский,Нефертити — работает (Mo-Su 11:00-01:00),4,osm_active,48.7781637018353,44.555179368295725
Краснооктябрьский,Бристоль — доступен,5,osm_access,48.77202160521389,44.551771045393835
Краснооктябрьский,Водопад — работает (Mo-Fr 09:00-17:00; Sa 09:00-16:00; Su 10:00-14:00),4,osm_active,48.7775483678877,44.56123957304786
Краснооктябрьский,Москвич — недоступен,2,osm_access,48.7727687252053,44.550003721095884
Краснооктябрьский,Быстроденьги — работает (Mo-Fr 09:00-20:00;Sa-Su 09:00-19:00),4,osm_active,48.771971147761924,44.549254578769805
Краснооктябрьский,СДЭК — работает (Mo-Fr 10:00-21:00; Sa-Su 10:00-20:00),4,osm_active,48.774876160403146,44.55449226049911
Краснооктябрьский,СДЭК — работает (Mo-Fr 10:00-21:00; Sa-Su 10:00-20:00),4,osm_active,48.769650934836214,44.55595008032787
Краснооктябрьский,Ozon — работает (Mo-Su 09:00-21:00),4,osm_active,48.77084838372973,44.55342427147153
Краснооктябрьский,Ozon — работает (Mo-Su 09:00-21:00),4,osm_active,48.77833003452446,44.55205981240511
Краснооктябрьский,Ozon — доступен,5,osm_access,48.773746404613696,44.55323326287776
Краснооктябрьский,Ozon — работает (Mo-Su 09:00-21:00),4,osm_active,48.773522999323916,44.552165801847536
Краснооктябрьский,585 Gold — работает (Mo-Su 09:00-20:00),4,osm_active,48.77962421931561,44.55195972655707
Краснооктябрьский,МТС — работает (Mo-Su 09:00-19:00),4,osm_active,48.76974165257957,44.55352550691588
Краснооктябрьский,Инвитро — работает (Fr 07:00-14:00; Mo-Th 07:00-18:00; Sa-Su 08:00-15:00),4,osm_active,48.7775026313988,44.55439296587232
Краснооктябрьский,"Совкомбанк — работает (Mo-Fr 09:00-13:00,14:00-18:00)",4,osm_active,48.77791064651703,44.551756541412495
Краснооктябрьский,Совкомбанк — доступен,5,osm_access,48.77338200252469,44.55868944921256
Краснооктябрьский,Билайн — работает (Mo-Su 09:00-18:00),4,osm_active,48.77412330866793,44.552949674351474
Краснооктябрьский,Билайн — работает (Mo-Su 09:00-20:00),4,osm_active,48.77320126464626,44.55667053484965
Краснооктябрьский,Билайн — работает (Mo-Fr 08:00-17:00),4,osm_active,48.772151307948164,44.55476405919097
Краснооктябрьский,Билайн — доступен,5,osm_access,48.77274972748756,44.557491306681946
Краснооктябрьский,Магнит Косметик — работает (Mo-Su 09:00-21:00),4,osm_active,48.77916636396117,44.55781466315048
Краснооктябрьский,Блокпост — работает (с 09:00 до 20:00),4,osm_active,48.778079622489614,44.55229398001931
Краснооктябрьский,Wildberries — работает (Mo-Su 10:00-21:00),4,osm_active,48.77037678602654,44.55463407426951
Краснооктябрьский,Апрель — работает (Mo-Su 08:00-20:00),4,osm_active,48.776487860619326,44.5500787240318
Краснооктябрьский,Wildberries — работает (Mo-Su 10:00-21:00),4,osm_active,48.77376891350424,44.55373597839755
Краснооктябрьский,Кебабник-Шаурма Маркет — работает (24/7),4,osm_active,48.776792499011854,44.55445378317498
Краснооктябрьский,Smoking shop — работает (Mo-Su 09:00-21:00),4,osm_active,48.77440551417954,44.55802577136924
Краснооктябрьский,Пятёрочка — работает (Mo-Sa 08:00-22:00),4,osm_active,48.779134081525505,44.547468864869536
Краснооктябрьский,Fix Price — работает (Mo-Sa 08:00-19:00),4,osm_active,48.77592340664974,44.55439588804369
Краснооктябрьский,555 Колясок — работает (Mo-Su 09:00-19:00),4,osm_active,48.78067154135304,44.550033502584114
Краснооктябрьский,Aik Бистро — работает (24/7),4,osm_active,48.774379761175176,44.55388454153721
Краснооктябрьский,Marusya flowers — работает (24/7),4,osm_active,48.77600864912976,44.5555263171388
Краснооктябрьский,Апрель — работает (Mo-Sa 08:00-20:00),4,osm_active,48.774875693166585,44.54286005058248
Краснооктябрьский,Бристоль — работает (Mo-Sa 08:00-23:00),4,osm_active,48.776676134668,44.55041346288568
Краснооктябрьский,Westfalika — работает (Mo-Su 10:00-20:00),4,osm_active,48.77866056488685,44.55623924626536
Краснооктябрьский,ОТП Банк — работает (Mo-Su 09:00-18:00),4,osm_active,48.77501663724769,44.555042399972535
Краснооктябрьский,ZENDEN — работает (Mo-Sa 10:00-20:00),4,osm_active,48.76889767147236,44.54763282700463
Краснооктябрьский,Ozon — работает (Mo-Su 09:00-21:00),4,osm_active,48.77564678918232,44.55131593101316
Краснооктябрьский,Ozon — работает (Mo-Su 09:00-21:00),4,osm_active,48.771221028732285,44.551082262630885
Краснооктябрьский,Ozon — работает (Mo-Su 09:00-21:00),4,osm_active,48.77431904375431,44.54914546716018
Краснооктябрьский,Ozon — доступен,5,osm_access,48.77469274920481,44.558857249061184
Краснооктябрьский,Ozon — работает (Mo-Su 09:00-21:00),4,osm_active,48.77468355997677,44.55276046783075
Краснооктябрьский,Ozon — работает (Mo-Su 09:00-21:00),4,osm_active,48.778194943654924,44.55123675251472
Краснооктябрьский,Ozon — работает (Mo-Su 09:00-21:00),4,osm_active,48.77464308779982,44.55457073260115
Краснооктябрьский,Ozon — доступен,5,osm_access,48.77313698068003,44.552328115705805
Краснооктябрьский,585 Золотой — работает (Mo-Su 09:00-20:00),4,osm_active,48.77186555382492,44.55307646078556
Краснооктябрьский,Smolly — работает (Mo-Su 10:00-20:00),4,osm_active,48.773540703288006,44.55849607673436
Краснооктябрьский,MaxMarket — работает (Mo-Su 09:00-21:00),4,osm_active,48.77367858354108,44.55631195714551
Краснооктябрьский,Продсклад Победа — работает (Mo-Su 08:00-21:00),4,osm_active,48.77623204493389,44.5536231806437
Краснооктябрьский,Ozon — работает (Mo-Su 09:00-21:00),4,osm_active,48.7760199544115,44.55679253414942
Краснооктябрьский,Ozon — работает (Mo-Su 09:00-21:00),4,osm_active,48.7722280643874,44.55196309297114
Краснооктябрьский,Ozon — работает (Mo-Su 09:00-21:00),4,osm_active,48.77490380433809,44.55646496687991
Краснооктябрьский,Ozon — работает (Mo-Su 09:00-21:00),4,osm_active,48.77444664510358,44.54797521017271
Краснооктябрьский,Золотой стандарт — работает (Mo-Su 08:00-20:00),4,osm_active,48.77417673852474,44.554464403988916
Краснооктябрьский,Золотой стандарт — работает (Mo-Su 09:00-21:00),4,osm_active,48.77272481845687,44.55201129623229
Краснооктябрьский,Золотой стандарт — недоступен,2,osm_access,48.7739276025843,44.54873444738497
Краснооктябрьский,Пятёрочка — работает (Mo-Su 08:00-23:00),4,osm_active,48.77159530973222,44.55384877098827
